Front,Extra
" Inflamação das meninges, especialmente de aracnoide.  {c1::meningite}","Exemplo: Entre as doenças mais comuns, estão a dengue e a meningite, as quais estão alastrando-se por todo o território baiano e não apenas infectam os baianos, mas também provocam a morte."
 Vidro lenticular. Superfície curva de um líquido contido num tubo capilar. Figura geométrica com um lado convexo e outro côncavo.  {c1::menisco},Exemplo: Imagem:Menisco 18mL-2.
 Cessação do catamênio ou das regras; idade critica da mulher.  {c1::menopausa},"Exemplo: lt;ref name=&quot;Strier2007&quot; /&gt; No fim da vida, as fêmeas de catarrinos apresentam uma cessação na função reprodutiva, não ovulando mais, um fenômeno conhecido por menopausa: tal processo não foi largamente estudado em outros grupos."
"Porém os médicos especialistas fazem cálculos aproximados a partir do primeiro dia do último período menstrual normal (UPMN), normalmente com informações fornecidas pela gestante, da idade do embrião ou feto, haja vista que o ovócito só é fertilizado cerca de duas semanas depois da {c1::menstruação} precedente.",
 Relativo à mente; intelectual. Espiritual: _oração mental_.  {c1::mental},"Exemplo: lt;/ref&gt; discutem um ''gedankenexperiment'' (experimento mental) anterior realizado por Becker e Stigler, no qual foi proposto que a aplicação da lei fosse privatizada e explicam porque consideram que tal sistema não seria economicamente eficiente."
"Em um ambiente escuro, o pequeno gafanhoto observava Kouji silenciosamente sobre uma espécie de {c1::mesa cirúrgica}, onde outros dois seres encapuzados acompanhavam e comandavam a operação.",
" Membrana, em que estão suspensos os intestinos, e que lhes dá mobilidade.  {c1::mesentério}","Exemplo: Não existe uma clara demarcação quanto à divisão entre jejuno e íleo, embora existam diferenças importantes que distinguem os dois, como a parede, que é mais delgada no íleo, assim como a vasa recta se apresenta mais curta, em relação ao jejuno, e a maior deposição de tecido adiposo mesentérico nesta região."
 Mudança da natureza molecular dos corpos.  {c1::metabolismo},"Exemplo: Working Group I — Contribution to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change, 2013 As reações químicas do metabolismo animal e vegetal são diretamente influenciadas pela temperatura do meio em que vivem."
"Compostos fenólicos'': a análise consiste na comparação entre a presença de {c1::metabolito}s secundários, como os flavonóides e antioxidantes.",
" Parte da mão, entre o carpo e os dedos.  {c1::metacarpo}","Exemplo: Na sequência, há os ossos que constituem a palma da mão, chamados de ossos metacarpais, numerados de um a cinco."
"Outra possível patologia de quem possui doença do refluxo gastroesofágico é o esôfago de Barrett onde o epitélio esofágico acaba por sofrer uma {c1::metaplasia} para tecido intestinal, caso o estresse causado pela acidez do refluxo permaneçam, é possível que essa {c1::metaplasia} evolua para uma neoplasia esofágica.",
" Figura de retórica, em que um orador lança à conta de outrem as coisas a que ele se refere. Alteração de uma doença, quanto à forma ou quanto à sede.  {c1::metástase}","Exemplo: Em organismos multicelulares, as células podem se mover durante processos como a desenvolvimento embrionário, assim como na cicatrização de feridas, na manutenção tecidual, no funcionamento do sistema imune e na metástase do câncer."
"Para evitar danos e otimizar o transporte de oxigênio para os tecidos, os eritrócitos (ou hemácias) têm uma enzima chamada {c1::metemoglobina}-redutase, que converte à forma ferrosa (Fe2+) a pequena quantidade de metHb que se forma espontaneamente.",
" Conjunto de processos racionais, para fazer qualquer coisa ou obter qualquer fim teórico ou prático. Modo de proceder. Classificação de diversos seres, segundo os caracteres que os aproximam. Tratado elementar.  {c1::método}","Exemplo: Portugal]] foi um dos últimos países a adotar o novo método, imposto pelo rei Dom João I, a 15 de Agosto de 1422, em substituição da &quot;era de César&quot;."
 Hemorragia do útero.  {c1::metrorragia},"Exemplo: html|titulo=Jornal diz que Kelly Key está grávida de 3 meses|publicação=Terra|acessodata= 18 de dezembro de 2010}} Porém, devido a uma metrorragia, Kelly sofreu um aborto espontâneo aos cinco meses de gestação."
 Acto de urinar.  {c1::micção},"Exemplo: Estes subprodutos são eventualmente expelidos do corpo em um processo conhecido como micção, o método primário para excretar do corpo substâncias químicas solúveis em água."
" Saliência esponjosa, em forma de cogumelo. Princípio açucarado da cravagem do centeio.  {c1::micose}","Exemplo: Os organismos envolvidos incluem bactérias patogênicas, causando doenças como peste, tuberculose e antraz; parasitas protozoários, causando doenças como malária, doença do sono, disenteria e toxoplasmose; e também fungos que causam doenças como micose, candidíase ou histoplasmose."
 Estudo ou tratado dos micróbios. (Cp. _microbiólogo_)  {c1::microbiologia},Exemplo: Alguns destes organismos &quot;semelhantes a plantas&quot; incluem: fungos (estudados em Micologia); bactérias e vírus (estudados em Microbiologia); e algas (estudadas em Ficologia).
"org/pss/2845499}} Outras pesquisas tem recentemente iniciado a categorizar outros tipos de biomas, como {c1::microbioma} humano e oceânico.",
"Pesquisas modernas provam que o Tuiná melhora a {c1::microcirculação} do sangue e do sistema linfático, que traz recuperação mais rápida para as várias lesões dos tecidos moles, tais como o deslocamento e a contusão.",
 Arte de usar o microscópio. Conjunto dos estudos microscópicos.  {c1::microscopia},Exemplo: Foi o aparecimento da microscopia que permitiu compreender os constituintes básicos dos tecidos vivos.
" Instrumento, para amplificar e representar próximos os objectos que por ele se observam.  {c1::microscópio}",Exemplo: O músculo liso não apresenta estrias quando observado ao microscópio.
" Substância medular, contida nos tubos nervosos.  {c1::mielina}",Exemplo: O fornix divide assim o hipotálamo numa '''zona medial''' (pobre em mielina) e uma '''zona lateral''' (rica em mielina).
"text bytes=""1129"" xml:space=""preserve"">A '''{c1::mielografia}''' é uma técnica através da qual se tira uma radiografia da medula espinal após uma injeção de um meio de contraste radiopaco na zona que se pretende examinar.",
"Caso com este não se consiga fazer um diagnóstico totalmente preciso é necessário outros exames mais sofisticados como, por vezes, o {c1::mielograma} ( usando uma amostra de medula óssea).",
 Afecção da medula-espinhal.  {c1::mielopatia},"Exemplo: Uma doença do sistema nervoso central, (mielopatia), impediu-o de tocar durante os últimos 11 anos da sua vida."
" Acto de passar de um país para outro, (falando-se de um povo ou de uma grande multidão de gente). Viagens periódicas ou irregulares, feitas por certas espécies de animais.  {c1::migração}","Exemplo: lt;ref name=hw34 /&gt; Tais processos são acompanhados por um crescimento significativo da imigração de trabalhadores, com aumentos sem precedentes na migração transoceânica e intracontinental e ao mesmo tempo por um desenvolvimento significativo das tecnologias em geral, em especial dos transportes e das comunicações."
" Que tem forma de grão de milho. Que tem pequenas dimensões, (falando-se de um animal).  {c1::miliar}",Exemplo: A ''causa mortis'' foi diagnosticada como febre miliar aguda.
" Qualquer substância inorgânica, que se encontra no interior ou na superfície da terra, como metais, pedras, combustíveis.  {c1::mineral}","Exemplo: O extrativismo mineral tem considerável importância em praticamente todos os países latino-americanos, ainda que muitas vezes a exploração seja realizada graças a capitais estrangeiros."
 Inflamação da substância muscular do coração.  {c1::miocardite},"Exemplo: Foi a angina de peito ou uma miocardite a causa da sua morte, em 1325."
" Tumor, formado principalmente de tecido muscular.  {c1::mioma}","Exemplo: Inicialmente era uma localidade da freguesia de Santa Maria do Sátão e assim se conservou desde o século XII até ao século XVI, em que, dividindo-se a freguesia do Sátão, o Avelal ficou a pertencer à de Mioma."
 Inflamação dos músculos.  {c1::miosite},"Exemplo: Em 2019 Peter Frampton anunciou que irá se aposentar dos palcos, após ter sido diagnosticado com miosite por corpúsculos de inclusão, uma doença degenerativa dos músculos que com o passar do tempo, o impedirá de tocar guitarra."
"A '''história do Afeganistão''' é marcada pela {c1::miscigenação} e pelo confluir da influência de diversos povos e civilizações asiáticas, devido à sua posição geográfica estratégica, numa zona de transição, de altos conflitos geopolíticos e de movimentos migratórios.",
"O material genético eucariótico é dividido em diferentes moléculas lineares chamadas cromossomas dentro de um núcleo discreto, geralmente com material genético adicional em algumas organelas como {c1::mitocôndria}s e cloroplastos.",
"As fases G1, G2 e S (replicação, dano e reparo do DNA) são consideradas a parte da interfase do ciclo, enquanto a fase M ({c1::mitose}) é a parte da divisão celular do ciclo.",
 Modo de ser. Restrição de certas proposições.  {c1::modalidade},Exemplo: estado conta com aproximadamente 21 times de clubes da modalidade.
 O mesmo que _modelação_.  {c1::modelagem},"Exemplo: Abrange tópicos como agronomia, melhoramento e genética de plantas, fitopatologia, modelagem de culturas, ciência do solo, entomologia, técnicas de produção e melhoramento, estudo de pragas e seu manejo e estudo de efeitos ambientais adversos, como degradação do solo, gerenciamento de resíduos e biorremediação."
 Acto ou efeito de modular.  {c1::modulação},"Exemplo: As células são capazes de sintetizar novas proteínas, essenciais para a modulação e manutenção das atividades celulares."
"Um exemplo é a '''{c1::mola hidatiforme}''', que é caracterizada pelo superdesenvolvimento dos tecidos trofoblásticos e pelo extremo subdesenvolvimento do embrião.",
" Pequenina parte de um corpo. A mais pequena parte de um corpo, a qual pode existir em liberdade.  {c1::molécula}","Exemplo: lt;ref name=laidler&gt;{{Harvnb|Laidler|2001|p=324}} Este argumento, que foi feito em 1913 em colaboração com Otto Stern, foi baseado na termodinâmica de uma molécula diatômica que pode se separar em dois átomos livres."
"Ambulâncias SIV''' - Possuem o mesmo material que as ambulâncias SBV, um {c1::monitor de sinais vitais}, um pace-maker externo, um desfibrilhador manual e uma mala médica com fármacos de emergência e acessórios para a sua preparação.",
"A elaboração de um conjunto significativo de mapas de ruído, a aquisição de equipamentos de medição, permite dispor no futuro próximo de instrumentos de {c1::monitorização} e de apoio ao ordenamento do território.",
"A {c1::monocitose} (aumento de monócitos no sangue), podem ser um indicativo de doenças crônicas como por exemplo, tuberculose, infecção por protozoários e artrite reumatoide, na qual, o paciente apresenta sintomas relacionados à causa da alteração.",
"pdf|formato=PDF|ano=2007|publicado=Organização Mundial da Saúde|local=Genebra|isbn=978-92-4-159562-9}} Muitos indivíduos desenvolvem uma doença semelhante à gripe ou à {c1::mononucleose} entre duas e quatro semanas após a exposição ao vírus, enquanto outras pessoas não têm sintomas significativos.",
"html|título=Cerca de 60 mil pessoas devem visitar cemitérios do Leste de Minas |autor=G1 |data=1/11/2016 |acessodata=30-08-2019 |wayb=20190830163155}} Em 2017, foram registrados {{fmtn|1341}} óbitos por {c1::morbidade}s, dentre os quais as doenças do sistema circulatório representaram a maior causa de mortes (26,54%), seguida pelos tumores (19,53%).",
 Qualidade do que é mortal. Obituário.  {c1::mortalidade},Exemplo: html|título=Alliance for Progress|data=2011|publicado=Infoplease|acessodata=6 de novembro de 2011}} Este empréstimo deveria ser utilizado principalmente em cinco áreas: incentivo aos programas de reforma agrária; construção de habitações populares mas de boa qualidade; redução da mortalidade infantil; distribuição equitativa da renda nacional; erradicação do analfabetismo.
 Faculdade de mover. Força motriz.  {c1::motilidade},"Exemplo: O reino Animalia, ou metazoários, é constituído por organismos multicelulares que são heterotróficos e móveis (embora alguns tenham evoluído para um estilo de vida estático)."
"As microvilosidades das células epidérmicas do seu corpo secretam uma cutícula fina, composta por fibras de escleroproteínas e {c1::mucopolissacarídeo}s.",
" Membrana, que segrega muco.  {c1::mucosa}",Exemplo: File:Normal gastric mucosa low mag.
 Acto ou efeito de mudar.  {c1::mudança},"Exemplo: Sfn|Bancal|1984|p=182}} Entretanto, há aspectos na obra de Proudhon que o distanciam do anarquismo, tais como posturas ambíguas em relação ao processo revolucionário, ora defendendo a violência e a revolução social e ora defendendo um processo gradual de mudança através de cooperativas mutualistas; ao próprio Estado, que em alguns momentos é duramente criticado e em outros considera-se a sua existência, ainda que de maneira descentralizada;{{Sfn|Corrêa|2014|p=155}} além de ter sustentado, em alguns momentos, conciliações entre a burguesia e o proletariado."
"Os jogos gladiatórios romanos frequentemente reverenciavam a mitologia clássica, e esta parece ser uma referência à luta de Aquiles contra a rainha amazona Pentesileia, com um toque curioso de mostrar o herói na forma de uma {c1::mulher}.",
" Acto ou efeito de multiplicar. Reprodução: _a multiplicação da espécie humana_. Operação aritmética, em que um número chamado _multiplicando_, se repete tantas vezes quantas são as unidades de outro, chamado _multiplicador_.  {c1::multiplicação}","Exemplo: O dicionário &quot;Vollständiges Mathematisches Lexicon&quot; (Leipzig, 1747) refere a palavra &quot;Algorithmus&quot;; nesta designação estão combinadas as noções de quatro cálculos aritméticos, nomeadamente a adição, multiplicação, subtração e divisão."
"Ausculta: {c1::murmúrio vesicular} abolido ou reduzido (silêncio), respiração raramente anfórica.",
" Órgão carnudo, formado pela reunião de muitas fibras, e que serve para operar movimentos, sob a influência da vontade ou de uma excitação orgânica ou mecânica.  {c1::músculo}","Exemplo: O coração das aves também apresenta arcos musculares, constituídos por camadas espessas de músculo."
" Mudança, alteração e substituição. Volubilidade, inconstância. Mudança de cenário, nos teatros.  {c1::mutação}","Exemplo: A mina de sal-gema, localizada em Loulé surgiu aquando da mutação geológica que resultou na separação entre a Europa e África, que criou o mar Mediterrânico, há 250&amp;nbsp;milhões de anos, ainda antes da era Jurássica."
"jpg|thumb|right|No dia da posse, Jânio desinfetou a cadeira alegando que &quot;{c1::nádegas} indevidas a usaram&quot;, referindo-se a Fernando Henrique Cardoso.",
" Tendência irresistível para o sono, manifestada como sintoma de algumas moléstias.  {c1::narcolepsia}","Exemplo: Os seres humanos podem sofrer de vários distúrbios do sono, incluindo dissonias como insônia, hipersonia, narcolepsia e apneia do sono; parassonias como sonambulismo e distúrbio comportamental do sono com movimento rápido dos olhos; bruxismo; e distúrbios do sono do ritmo circadiano."
 O mesmo que _narcotismo_.  {c1::narcose},"Exemplo: Uma mistura oxigênio-hélio é, às vezes, utilizada por mergulhadores em profundidades superiores a 55 m a fim de evitar que o efeito Paul Bert, um efeito letal do oxigênio em altas pressões, e a narcose por nitrogênio, um efeito que o gás possui além do limiar de sua pressão parcial."
" Relativo ao nariz. Que está no nariz ou faz parte do nariz: _as fossas nasais_. Diz-se do som, da letra ou da sílaba, cuja emissão ou cuja pronúncia é modificada pelo nariz. Fanhoso.  {c1::nasal}","Exemplo: pdf | arquivodata=2013-02-23 | coautor=Verheyden, Jouventin | acessodata=2016-02-22 | urlmorta=não }} A maior parte das aves apresenta duas narinas externas situadas no bico, geralmente com forma circular, oval ou em corte e ligadas à cavidade nasal no interior do crânio."
" Enjoo ou ânsia, produzida pelo balanço da embarcação, no mar.  {c1::náusea}","Exemplo: Os seus efeitos secundários incluem náuseas, vómitos, diarreia, menorragia e possibilidade de reações alérgicas."
 O mesmo que _autópsia_.  {c1::necropsia},"Exemplo: Silicose]], pois é comum o traficante adicionar talco industrial para aumentar seus lucros, fato verificado em necropsia, exame de hemogramas."
" Estado de um osso ou da parte de um osso, privada de vida. Doença dos vegetais, caracterizada por manchas negras, sob as quais tecidos se decompõem.  {c1::necrose}","Exemplo: Quando a célula completa seu processo de crescimento e se encontra danificada ou alterada, ela sofre morte celular, por apoptose ou necrose, para eliminar a ameaça que pode causar à sobrevivência do organismo."
 Extirpação total dos rins.  {c1::nefrectomia},Exemplo: A nefrectomia também é realizada quando alguém vai doar um rim para transplante renal.
"Manifestações raras incluem meningite aguda, que acontece em aproximadamente 2% de pacientes, hepatite, doença renal, gastrite, proctite, colite ulcerativa, artrite, periostite, neurite do nervo óptico, irite, e uveíte.",
 Tratado acerca dos rins.  {c1::nefrologia},"Exemplo: Entretanto, segundo censo feito em 2010 pela Sociedade Brasileira de Nefrologia, nos últimos dez anos, a hipertensão passou a ser o principal problema associado ao uso da diálise no Brasil."
 Tratado acerca dos rins.  {c1::nefrologia},"Exemplo: Entretanto, segundo censo feito em 2010 pela Sociedade Brasileira de Nefrologia, nos últimos dez anos, a hipertensão passou a ser o principal problema associado ao uso da diálise no Brasil."
"Enquanto as crianças são mais sensíveis aos efeitos do chumbo no sistema nervoso central, nos adultos as preocupações centram-se na neuropatia periférica, {c1::nefropatia} crónica e hipertensão.",
"Em junho de 2011, o Fundo de População das Nações Unidas divulgou um relatório sobre o estado da obstetrícia do mundo, contendo dados sobre a força de trabalho e as políticas relacionadas com a mortalidade {c1::neonatal} e materna em 58 países.",
"Serviço de Consultas Externas (Anestesiologia, Cardiologia, Cirurgia Geral, Diabetologia, Dor, Endocrinologia e Nutrição, Gastroenterologia, Ginecologia, Hematologia Clínica, Imunohemoterapia, Infecciologia, Medicina do Trabalho, Medicina Física e de Reabilitação, Medicina Interna, Neurologia, Nefrologia, Neonatologia, Obstetrícia, Oftalmologia, Oncologia Médica, Ortopedia, Otorrinolaringologia, Pneumologia, Psicologia, Psiquiatria Adultos, Psiquiatria da Infância e Adolescência, Senologia, Urologia.",
"Serviço de Consultas Externas (Anestesiologia, Cardiologia, Cirurgia Geral, Diabetologia, Dor, Endocrinologia e Nutrição, Gastroenterologia, Ginecologia, Hematologia Clínica, Imunohemoterapia, Infecciologia, Medicina do Trabalho, Medicina Física e de Reabilitação, Medicina Interna, Neurologia, Nefrologia, Neonatologia, Obstetrícia, Oftalmologia, Oncologia Médica, Ortopedia, Otorrinolaringologia, Pneumologia, Psicologia, Psiquiatria Adultos, Psiquiatria da Infância e Adolescência, Senologia, Urologia.",
 O mesmo que _neoplastia_. Néoformação patológica.  {c1::neoplasia},"Exemplo: As doenças relacionadas ao sistema circulatório são a principal causa de morte, sendo a segunda causa as doenças de Neoplasia."
" Cada um dos pequenos filamentos, que põem em comunicação o cérebro e a medula espinal com a circunferência do corpo, e que transmitem as sensações ao centro e as vontades à circunferência. Órgão de sensação e movimento nos animais.  {c1::nervo}","Exemplo: Os tecidos do corpo, incluindo os dos músculos, nervos e pele, são constituídos por células de vários tipos diferentes."
" Relativo a nervos. Que tem nervos. Que procede dos nervos ou tem a sua sede nos nervos. Enérgico; vigoroso. Excitado, exaltado. Que padece dos nervos. Que tem nervuras salientes.  {c1::nervoso}",Exemplo: jpg|thumb|Tecido nervoso de um nervo periférico.
" Doença, caracterizada por dor viva no trajecto de um nervo e das suas ramificações, sem alteração aparente da parte dolorida.  {c1::neuralgia}",Exemplo: Este tipo de hérnia é apenas uma causa rara de neuralgia ciática.
 Inflamação de um nervo.  {c1::neurite},Exemplo: Principalmente neurite óptica]].
"Leucemia]] (geralmente leucemia linfoblástica aguda) é a forma maligna infantil mais comum (trinta por cento), seguida pelos do sistema nervoso central e {c1::neuroblastoma}.",
"pt/2015/02/20/assento-de-batismo-de-egas-moniz/}} foi um médico, neurocirurgião, pesquisador, professor, político e escritor português.",
"pt/2015/02/20/assento-de-batismo-de-egas-moniz/}} foi um médico, neurocirurgião, pesquisador, professor, político e escritor português.",
" Parte da Anatomia, que se ocupa do sistema nervoso.  {c1::neurologia}","Exemplo: Embora sua tese tratasse da ginecologia e obstetrícia, Munthe fora fortemente impressionado pelo trabalho pioneiro sobre neurologia do professor Jean-Martin Charcot, chegando a assistir às suas aulas no Hospital Salpêtrière."
" Parte da Anatomia, que se ocupa do sistema nervoso.  {c1::neurologia}","Exemplo: Embora sua tese tratasse da ginecologia e obstetrícia, Munthe fora fortemente impressionado pelo trabalho pioneiro sobre neurologia do professor Jean-Martin Charcot, chegando a assistir às suas aulas no Hospital Salpêtrière."
rowspan=2 align=&quot;center&quot;|&quot;por suas descobertas sobre as funções dos {c1::neurônio}s&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 1932|url=http://www.,
" Doença, caracterizada por perturbação das funções orgânicas, sem lesão aparente e que se supõe ter a sua sede no sistema nervoso. (Cp. _neuropata_)  {c1::neuropatia}",Exemplo: O uso prolongado pode causar neuropatia periférica.
 Qualquer doença nervosa. Neuropatia.  {c1::neurose},"Exemplo: lt;/ref&gt; O psicólogo e ex-tradutor das Organização das Nações Unidas, Claude Piron (Bélgica, 1931 - 22 de janeiro de 2008), dedicou-se à temática, abordando-a sob um ponto de vista psicológico a partir de vastíssimo material bibliográfico e documental, tratando a insistência no atual modelo de comunicação internacional como uma neurose."
"Todos esses mecanismos citados são de extrema importância para a transmissão de impulsos nervosos, pois está associada a liberação do {c1::neurotransmissor} acetilcolina  .",
Pode haver {c1::neutrofilia}.,
A primeira manifestação do diabetes insípido costuma ser {c1::nictúria} pela perda de capacidade de concentração da urina no período da noite.,
"x | número=3}} Durante a {c1::nidação}, as aves marinhas também afetam significativamente a ecologia das ilhas e do mar envolvente, principalmente devido à concentração de grandes quantidades de guano que enriquece o solo da região.",
" Oscilação do globo do olho, em torno ao seu eixo horizontal ou vertical.  {c1::nistagmo}","Exemplo: lt;ref name=&quot;Bartoloni 2012&quot;/&gt; Os indivíduos com ‘’’malária cerebral’’’ apresentam muitas vezes sintomas neurológicos, entre os quais postura anormal, nistagmo, paralisia do olhar conjugado (incapacidade de mover em conjunto os olhos na mesma direção), opistótono, convulsões ou coma."
" Nome, que se propôs para designar o azoto.  {c1::nitrogênio}","Exemplo: Interferem no ritmo das estações e nos ciclos da água, do carbono, do nitrogênio e outros compostos."
" Instrumento, para verificar se um plano está horizontal. Horizontalidade.  {c1::nível}","Exemplo: Estas faixas desaparecem à proporção em que reduz o distanciamento relacionado ao polo sul, em que mesmo ao nível do mar já se localizam regiões continuamente frias."
 Pequeno nó.  {c1::nódulo},"Exemplo: Em alguns gêneros epífitas, particularmente em alguns gêneros relacionados às ''Huntleya'' o caule secundário aéreo encontra-se reduzido a um nódulo ínfimo que origina as folhas."
 Conjunto dos vocábulos de um dicionário. Conjunto de termos peculiares a uma arte ou ciência. Método para classificar os objectos de uma ciência ou arte. Lista.  {c1::nomenclatura},"Exemplo: A '''arara-azul-grande'''Vocabulário Ortográfico da Língua Portuguesa (VOLP), verbete ''arara-grande-azul'' (nome científico: ''Anodorhynchus hyacinthinus''), também conhecida popularmente como '''arara-preta''', '''araraúna''', '''arara-hiacinta''', '''arara-jacinto''', '''araruna''' ou somente '''arara-azul''', é a maior espécie de arara (tribo dos arinos, ''Arini'') da família dos psitacídeos (''Psittacidae'') se comparado às outras três espécies de araras-azuis tipicamente sul-americanas — a arara-azul-de-lear (''Anodorhynchus leari''), a arara-azul-pequena (''Anodorhynchus glaucus'') e a ararinha-azul (''Cyanopsitta spixiii'')."
" Regra, preceito, lei. Modelo.  {c1::norma}","Exemplo: Julio Bocca]], Jorge Donn, José Neglia e Norma Fontenla são alguns dos grandes bailarinos da era moderna."
" Conforme à norma; exemplar. _Escola normal_, aquela, cujos alunos se preparam para o professorado.  {c1::normal}","Exemplo: br/produtos/visualg|titulo=VisuAlg|data=|acessodata=|publicado=|ultimo=|primeiro=}} O VisuAlg é um programa que edita, interpreta e executa algoritmos com uma linguagem próxima do português estruturado como um programa normal de computador."
" Parte da Medicina, que descreve, define e estuda as doenças em todas as suas circunstâncias.  {c1::nosologia}",Exemplo: Somente quando todos esses níveis são conhecidos pode-se falar de nosologia.
" Dor na região dorsal, sem fenómenos inflamatórios.  {c1::notalgia}",
"Estes incluem: (1) reparo de excisão de {c1::nucleotídeo}, (2) reparo de incompatibilidade de DNA, (3) junção de extremidade não homóloga de quebras de fita dupla, (4) reparo recombinacional e (5) reparo dependente de luz (fotoreativação).",
" Diz-se da fêmea, que nunca pariu.  {c1::nulípara}","Exemplo: Este período fértil ocorre a cada 4 ou 6 meses, entretanto, em fêmeas nulíparas, ele pode ocorrer a cada 6 semanas."
" Acto ou efeito de nutrir. Gordura. Assimilação dos alimentos. Acto de reforçar a energia dos medicamentos, por meio de certos ingredientes.  {c1::nutrição}","Exemplo: esperado o aumento na incidência e mudanças na distribuição geográfica de várias doenças, especialmente as cardiorrespiratórias, as infecciosas e as ligadas à má nutrição, elevando significativamente os custos com a assistência médica e social."
 O mesmo que _nutritivo_.  {c1::nutriente},Exemplo: bastante exigente em nutrientes.
" Qualidade de obeso. Gordura excessiva de um indivíduo, com proemenência do ventre.  {c1::obesidade}",Exemplo: lt;/ref&gt; A Austrália tem uma das percentagens mais elevadas de obesidade entre os cidadãos das nações desenvolvidas;{{citar web|url=http://www.
 Relativo a óbito.  {c1::obituário},"Exemplo: Um dos fundadores do movimento cinematográfico conhecido como Nouvelle VagueObituário ''Variety'', 24 de outubro de 1984."
" Arte, que se ocupa dos partos.  {c1::obstetrícia}","Exemplo: Embora sua tese tratasse da ginecologia e obstetrícia, Munthe fora fortemente impressionado pelo trabalho pioneiro sobre neurologia do professor Jean-Martin Charcot, chegando a assistir às suas aulas no Hospital Salpêtrière."
 Acto ou efeito de obstruir. Embaraço nos vasos ou canais de um corpo animado. Obturação.  {c1::obstrução},"Exemplo: Em 1979, como resultado de investigações do FBI durante a ''Operação Branca de Neve, onze pessoas seniores no Gabinete do Guardião da igreja foram condenados por obstrução da justiça, roubo de escritórios do governo e roubo de documentos de propriedade do governo."
 Que obtura; que serve para obturar.  {c1::obturador},"Exemplo: Por exemplo, a exposição varia segundo a abertura (que determina a quantidade de luz) multiplicado pela velocidade do obturador (que determina um tempo de exposição), o que varia o tom da foto, a profundidade de campo fotográfico e o grau de corte temporal do modelo fotografado."
" Acto de fechar. Doença, em que se suspendem as evacuações fecais. Cerramento momentaneo de uma abertura natural.  {c1::oclusão}","Exemplo: HarvRef|Edgerton|2009|p=159}} Apesar de não ser a primeira pessoa a observar a Lua através de um telescópio (o matemático inglês Thomas Harriot já havia feito isso quatro meses antes, mas apenas viu uma &quot;mancha estranha&quot;),{{HarvRef|Edgerton|2009|p=155}} Galileu foi o primeiro a deduzir a causa da desigual como a oclusão de luz das montanhas e crateras lunares."
 O mesmo que _odontographia_. Tratado das doenças e higiene dos dentes.  {c1::odontologia},"Exemplo: br/public_html/verbetes/index/F|arquivodata=2 de Novembro de 2011|urlmorta=yes}} Depois essas duas faculdades, e mais as de odontologia, medicina, engenharia e serviço social uniram-se para formar a Universidade Federal de Alagoas."
" Tratamento medicinal do olho. Parte da Medicina, que tem por objecto o estudo dos olhos e das doenças deles.  {c1::oftalmologia}","Exemplo: pdf|data=2010-04-23}}, e fornece a maioria de seus serviços gratuitamente no ponto de uso, embora haja algumas taxas para algumas pessoas por exames oftalmológicos, atendimento odontológico, prescrições e aspectos de cuidados pessoais."
" Tratamento medicinal do olho. Parte da Medicina, que tem por objecto o estudo dos olhos e das doenças deles.  {c1::oftalmologia}","Exemplo: pdf|data=2010-04-23}}, e fornece a maioria de seus serviços gratuitamente no ponto de uso, embora haja algumas taxas para algumas pessoas por exames oftalmológicos, atendimento odontológico, prescrições e aspectos de cuidados pessoais."
 Arte de empregar o oftalmoscópio. (Cp. _oftalmoscópio_)  {c1::oftalmoscopia},"Exemplo: Durante um exame físico, pode-se suspeitar de hipertensão caso se verifique retinopatia hipertensiva durante a observação do fundo do globo ocular através da oftalmoscopia."
" Instrumento, para examinar a parte interior do olho.  {c1::oftalmoscópio}","Exemplo: Possui também grandes contribuições ao estudo da fisiologia da visão e audição, entre as quais o invento do oftalmoscópio e contribuições a teoria da cor."
"Os tipos de células da macroglia são astrócitos, {c1::oligodendrócito}s e células de Schwann, ambos formados a partir de glioblastos, ''Treccani Dizionario di Medicina'' (2010).",
"A anovulação resulta em menstruação irregular, amenorreia ou {c1::oligomenorreia} e infertilidade.",
"São observados desidratação, catarata, hepatomegalia, vômito, {c1::oligúria}, depressão e coma.",
 A parte mais alta do braço humano. Espádua.  {c1::ombro},"Exemplo: Por exemplo, levantar os braços é uma abdução do ombro."
lt;ref&gt;{{Citar web |url=http://{c1::omia}.,
"Durante 1966-1967, ele publicou vários outros artigos sobre o assunto, incluindo um artigo resumindo a relevância dos antígenos Hu-1 para {c1::oncogênese} e transplante, desenvolvimento do uso de plaquetas teste de fixação de complementação para identificar quais antígenos estão presentes, e a descoberta de que Hu-1 é homólogo ao complexo H-2 de camundongo, que também atua na histocompatibilidade.",
 Estudo dos tumores.  {c1::oncologia},"Exemplo: net/Artigos/Novo-instituto-oncologico-angolano-quer-ser-instituicao-de-referencia-no-continente=004333|título=Novo instituto oncológico angolano quer ser instituição de referência no continente|data=11-09-2014|publicado=Ver Angola|wayb=20141006134912|urlmorta=sim}} O objectivo deste novo centro é assegurar a assistência médica e medicamentosa em oncologia, a implementação de políticas, programas e planos nacionais de prevenção, bem como o tratamento especializado."
"Uma das hipóteses de sua origem seria que as {c1::ondas de choque} geradas pelo impacto na bacia Caloris viajaram em torno do planeta, convergindo na antípoda da bacia.",
